idx	src	tgt	Perfect(90-100)	Good(70-90)	Fair(51-69)	Poor(30-50)	bad(11-29)	worst(0-10)	Comments	Chatgpt-Translated Hindi (en_hi_gpt_3_5_trans_las_gt_las_gt_0_9_gt_8_words)	human_eval_chatgpt_3.5	Good(70-90).1	Fair(51-69).1	Poor(30-50).1	bad(11-29).1	worst(0-10).1	Comments.1	Ollama-Translated Hindi(en_hi_output_ollama_v3_trans_las_gt_las_gt_0_9_gt_8_words)	human_eval_ollama	Good(70-90).2	Fair(51-69).2	Poor(30-50).2	bad(11-29).2	worst(0-10).2	Comments.2	gpt_p_scores	gpt_r_scores	gpt_f1_scores	ollama_p_scores	ollama_r_scores	ollama_f1_scores	gpt_bleu_scores	ollama_bleu_scores	human_eval_gpt_scores	human_eval_ollama_scores	gpt_4o_trans	gpt_35_meteor_score	gpt_4o_meteor_score	ollama_trans_meteor_score	gpt_4o_f1_score	gpt_4o_bleu_score
807.0	Rs 50,000-crore special finance facility to be provided to financial institutions such as Nabard, Sidbi, NHB.	नाबार्ड, सिडबी, एनएचबी जैसे वित्तीय संस्थानों को 50,000 करोड़ रुपए की विशेष वित्तीय सहायता उपलबध कराई जाएगी।	100.0							वित्तीय संस्थानों जैसे नाबार्ड, सिडबी, एनएचबी को प्रदान करने के लिए रुपये 50,000-करोड़ विशेष वित्त सुविधा।	70.0	70.0					not a proper sentence	नाबार्ड, सिडबी, एनएचबी जैसे वित्तीय संस्थानों को 50,000 करोड़ रुपये की विशेष वित्त सुविधा प्रदान की जाएगी।	100.0							0.841	0.8627	0.8517	0.9354	0.9509	0.9431	0.24	0.59	0.7	1.0	नाबार्ड, सिडबी, एनएचबी जैसे वित्तीय संस्थानों को 50,000 करोड़ रुपये की विशेष वित्त सुविधा प्रदान की जाएगी।	0.471957671957672	0.7078410311493017	0.7078410311493017	0.9431	0.59
832.0	He was born on 23 July 1933 in Chennai, Tamil Nadu to Neelkanta Padmanabha and was commissioned into the Indian Air Force on 1 April 1953.	उनका जन्म 23 जुलाई 1933 को चेन्नई, तमिलनाडु में नीलकंठा पद्मनाभ में हुआ और 1 अप्रैल 1953 को भारतीय वायु सेना में नियुक्त किया गया।	65.0		65.0				parent's name taken as place, should have used plural	उन्होंने 23 जुलाई 1933 को नीलकंठ पद्मनाभ के पुत्र के रूप में चेन्नई, तमिलनाडु में जन्म लिया और 1 अप्रैल 1953 को भारतीय वायुसेना में तैनात किया गया था।	75.0	75.0					awkward second part	वह 23 जुलाई 1933 को चेन्नई, तमिलनाडु में नीलकांत पدمानाभा के यहाँ पैदा हुए और 1 अप्रैल 1953 को भारतीय वायु सेना में कमीशन हुए।	100.0							0.8931	0.8696	0.8812	0.8769	0.8784	0.8777	0.34	0.56	0.75	1.0	वह 23 जुलाई 1933 को चेन्नई, तमिलनाडु में नीलकंता पद्मनाभ के यहाँ जन्मे थे और 1 अप्रैल 1953 को भारतीय वायु सेना में कमीशन प्राप्त किया।	0.6814509359523211	0.6858710562414266	0.6520495075858398	0.8988	0.55
854.0	The third on the list is former Australia World Cup winning captain Ricky Ponting, who had taken 468 innings to reach this milestone.	इस लिस्ट में तीसरे नंबर पर ऑस्ट्रेलिया के पूर्व विश्व कप विजेता कप्तान रिकी पोंटिंग हैं, जिन्होंने यह उपलब्धि हासिल करने के लिए 468 पारियां खेली थीं।	100.0							सूची में तीसरे स्थान पर पुराने ऑस्ट्रेलिया विश्व कप विजेता कप्तान रिकी पोंटिंग है, जिन्होंने इस उपलब्धि तक पहुंचने के लिए 468 पारी खेली थी।	90.0						former mistranslated, pari should be plural	सूची में तीसरे स्थान पर पूर्व ऑस्ट्रेलिया विश्व कप विजेता कप्तान रिकी पोंटिंग हैं, जिन्होंने इस मील के पत्थर को हासिल करने में 468 पारियां ली थीं।	90.0						milestone mistranslated	0.8967	0.8999	0.8983	0.9144	0.9114	0.9129	0.27	0.37	0.9	0.9	सूची में तीसरे स्थान पर पूर्व ऑस्ट्रेलियाई विश्व कप विजेता कप्तान रिकी पोंटिंग हैं, जिन्होंने इस मील के पत्थर तक पहुंचने के लिए 468 पारियां ली थीं।	0.6070143884892087	0.6914285714285714	0.6961046323291221	0.8956	0.42
864.0	Amit Shah is contesting the Lok Sabha poll for the first time.	अमित शाह पहली बार लोकसभा का चुनाव लड़ेंगे।	100.0							अमित शाह पहली बार लोकसभा चुनाव में भाग ले रहे हैं।	100.0							अमित शाह पहली बार लोक सभा चुनाव लड़ रहे हैं।	100.0							0.8815	0.8839	0.8827	0.8873	0.8928	0.89	0.37	0.28	1.0	1.0	अमित शाह पहली बार लोकसभा चुनाव लड़ रहे हैं।	0.7095046854082998	0.7270233196159123	0.5902439024390245	0.9104	0.47
868.0	The Cabinet, in its meeting held on 24.06.2015 had authorized MMTC Limited to engage in Long Term Agreements(LTAs) with Japanese Steel Mills (JSMs) and POSCO, South Korea, for supply of iron ore for a period of three years (i.e. 2015 to 2018).	कैबिनेट ने 24 जून, 2015 को हुई अपनी बैठक में एमएमटीसी लिमिटेड को तीन वर्षों की अवधि तक (वर्ष 2015 से लेकर वर्ष 2018 तक) लौह अयस्क की आपूर्ति करने के लिए जापान की इस्पात मिलों (जेएसएम) और दक्षिण कोरिया की पोस्को के साथ दीर्घकालिक समझौते (एलटीए) करने के लिए अधिकृत किया था।	100.0							मंत्रिमंडल ने अपनी बैठक में जो कि 24.06.2015 को हुई थी, MMTC Limited को लॉन्ग टर्म अग्रीमेंट्स (LTAs) करने के लिए अधिकारित किया था जापानी स्टील मिल्स (JSMs) और POSCO, दक्षिण कोरिया, के साथ, तीन साल के लिए आयरन ओर की आपूर्ति के लिए (यानी 2015 से 2018 तक)।	85.0	85.0					A bit awkward sentence	कैबिनेट ने 24.06.2015 को आयोजित अपनी बैठक में एमएमटीसी लिमिटेड को जापानी स्टील मिल्स (जेएसएम) और दक्षिण कोरिया के पॉस्को के साथ लंबी अवधि के समझौते (एलटीए) में प्रवेश करने के लिए अधिकृत किया था, जिसके तहत 2015 से 2018 तक तीन साल की अवधि के लिए लौह अयस्क की आपूर्ति की जानी थी।	95.0							0.769	0.7847	0.7767	0.8689	0.8663	0.8676	0.11	0.34	0.85	0.95	कैबिनेट ने 24.06.2015 को अपनी बैठक में एमएमटीसी लिमिटेड को जापानी स्टील मिल्स (जेएसएम) और दक्षिण कोरिया की पोस्को के साथ तीन वर्षों की अवधि (अर्थात 2015 से 2018 तक) के लिए लौह अयस्क की आपूर्ति के लिए दीर्घकालिक समझौतों (एलटीए) में शामिल होने की अनुमति दी थी।	0.4208333333333333	0.5906905410873664	0.6158290786051311	0.8866	0.38
912.0	It necessitated construction of some of the largest bridges across rivers like Brahmani, Kathajodi, Kuakhai, Mahanadi (Longest river of odisha) and Birupa.	इसमें ब्राह्मणी, कथाजोड़ी, कुआखाई, महानदी (ओडिशा की सबसे लंबी नदी) और बिरूपा जैसी नदियों के कुछ सबसे बड़े पुलों के निर्माण की आवश्यकता थी।	95.0							इसने ब्रह्मानी, काठाजोड़ी, कुआखाई, महानदी (ओडिशा की सबसे लम्बी नदी) और बिरूपा जैसी नदियों पर कुछ सबसे बड़ी पुलों का निर्माण आवश्यक बनाया।	90.0						badi -> bade	ब्रह्माणी, कठजोड़ी, कुआखाई, महानदी (ओडिशा की सबसे लंबी नदी) और बिरुपा जैसी नदियों पर कुछ सबसे बड़े पुलों के निर्माण की आवश्यकता थी।	100.0							0.9218	0.9216	0.9217	0.9313	0.934	0.9326	0.43	0.68	0.9	1.0	इसने ब्राह्मणी, काठजोड़ी, कुआखाई, महानदी (ओडिशा की सबसे लंबी नदी) और बिरुपा जैसी नदियों के पार कुछ सबसे बड़े पुलों के निर्माण की आवश्यकता उत्पन्न की।	0.632901686012518	0.8544109589041096	0.8285274894271435	0.9478	0.64
961.0	India imports 40 percent of its pulses and 25 percent of its potash requirements from Canada.	भारत 40 प्रतिशत दलहन और 25 प्रतिशत पोटाश की आवश्‍यकता कनाडा से आयात करके पूरी करता है।	100.0							भारत कनाडा से अपनी दालों का 40 प्रतिशत और पोटाश की आवश्यकताओं का 25 प्रतिशत आयात करता है।	100.0							कندا से भारत अपनी 40 प्रतिशत दलहन और 25 प्रतिशत पोटाश आवश्यकताओं का आयात करता है।	95.0						Canada mistranslated	0.8809	0.8712	0.876	0.8784	0.8885	0.8834	0.0	0.42	1.0	0.95	भारत अपनी 40 प्रतिशत दालें और 25 प्रतिशत पोटाश की आवश्यकताएँ कनाडा से आयात करता है।	0.6716495380462991	0.7473477819404083	0.6843770545693622	0.9281	0.35
995.0	Chief Minister Devendra Fadnavis, Bharat Ratna Lata Mangeshkar, veteran actor Amitabh Bachchan and other personalities have also mourned the demise of Khayyam.	महाराष्ट्र के मुख्यमंत्री देवेंद्र फड़णवीस, भारतरत्न लता मंगेशकर, मेगास्टार अमिताभ बच्चन और अन्य हस्तियों ने भी उनके निधन पर शोक व्यक्त किया।	80.0	80.0					Missed Khayyam, added megastar	मुख्यमंत्री देवेंद्र फडणवीस, भारत रत्न लता मंगेशकर, वरिष्ठ अभिनेता अमिताभ बच्चन और अन्य प्रमुख व्यक्तित्वों ने भी खय्याम की मृत्यु पर शोक व्यक्त किया है।	100.0							मुख्यमंत्री देवेंद्र फडणवीस, भारत रत्न लता मंगेशकर, अभिनेता अमिताभ बच्चन और अन्य हस्तियों ने खय्याम के निधन पर शोक व्यक्त किया है।	100.0							0.8874	0.8714	0.8794	0.9053	0.9057	0.9055	0.19	0.38	1.0	1.0	मुख्यमंत्री देवेंद्र फडणवीस, भारत रत्न लता मंगेशकर, वरिष्ठ अभिनेता अमिताभ बच्चन और अन्य हस्तियों ने भी खय्याम के निधन पर शोक व्यक्त किया है।	0.5975308641975308	0.7300275482093663	0.692762399077278	0.9009	0.39
1025.0	Participating in the dialogue Petroleum Minister Dharmendra Pradhan said that India is preparing for a low-carbon energy future with an aim to set up 450 GW of renewable energy capacity by 2030.	बातचीत के दौरान पेट्रोलियम मंत्री धर्मेन्द्र प्रधान ने कहा कि भारत 2030 तक 450 गीगावॉट क्षमता की वैकल्पिक ऊर्जा पैदा करने के लक्ष्य के साथ कम कार्बन वाली ऊर्जा का देश बनने की दिशा में अग्रसर है।	98.0						renewable mistranslated	बातचीत में भाग लेते हुए पेट्रोलियम मंत्री धर्मेंद्र प्रधान ने कहा कि भारत 2030 तक 450 जीडब्ल्यू की नवीनीकरण ऊर्जा क्षमता स्थापित करने का उद्देश्य रखकर एक कम कार्बन ऊर्जा भविष्य के लिए तैयार हो रहा है।	100.0							पेट्रोलियम मंत्री धर्मेंद्र प्रधान ने संवाद में भाग लेते हुए कहा कि भारत 2030 तक 450 जीडब्ल्यू नवीकरणीय ऊर्जा क्षमता स्थापित करने के लक्ष्य के साथ निम्न-कार्बन ऊर्जा भविष्य की तैयारी कर रहा है।	100.0							0.8629	0.866	0.8644	0.8597	0.8651	0.8624	0.25	0.27	1.0	1.0	संवाद में भाग लेते हुए पेट्रोलियम मंत्री धर्मेंद्र प्रधान ने कहा कि भारत 2030 तक 450 GW अक्षय ऊर्जा क्षमता स्थापित करने के लक्ष्य के साथ एक कम-कार्बन ऊर्जा भविष्य की तैयारी कर रहा है।	0.533253294616931	0.5481921029281278	0.5413137098617831	0.8710	0.32
1034.0	The centre will start functioning from this month itself.	यह केंद्र इस माह से कार्य करना आरंभ कर देगा।	98.0						Yah not needed	केंद्र इसी महीने से कार्यान्वित होना शुरू करेगा।	95.0						A bit awkward sentence	इस महीने से ही केंद्र कार्य करना शुरू कर देगा.	100.0							0.8605	0.8329	0.8464	0.8695	0.8612	0.8653	0.0	0.0	0.95	1.0	केंद्र इस महीने से ही कार्य करना शुरू कर देगा।	0.1020408163265306	0.6346938775510204	0.422167216721672	0.8889	0.0
1045.0	Ahmed Ben Bella (Arabic: Amad bin Billah. 25 December 1916 11 April 2012) was an Algerian politician, socialist soldier and revolutionary who was the first President of Algeria from 1963 to 1965.	अहमद बेन बेला (अरबी: أحمد بن بلّة Aḥmad ब्बेन् Billah. 25 दिसंबर 1916 – 11 अप्रैल 2012) एक अल्जीरियाई समाजवादी सैनिक और क्रांतिकारी था, जो अल्जीरिया के पहले राष्ट्रपति बने और 1963 से 1965. रहे।	90.0						missed politician, should have added tak	अहमद बेन बेला (अरबी: अमाद बिन बिल्लाह, 25 दिसंबर 1916 - 11 अप्रैल 2012) एक अल्जीरियाई राजनेता, समाजवादी सैनिक और क्रांतिकारी थे जो 1963 से 1965 तक अल्जीरिया के पहले राष्ट्रपति थे।	98.0						first president with years is awkward	अहमद बेन बेल्ला (अरबी: अमद बिन बिल्लाह, 25 दिसम्बर 1916 - 11 अप्रैल 2012) अल्जीरिया के पहले राष्ट्रपति थे, जिन्होंने 1963 से 1965 तक शासन किया और वे एक अल्जीरियाई राजनीतिज्ञ, समाजवादी सैनिक और क्रांतिकारी थे।	100.0							0.8938	0.9088	0.9013	0.8557	0.8579	0.8568	0.4	0.24	0.98	1.0	अहमद बेन बेला (अरबी: अमद बिन बिल्लाह, 25 दिसंबर 1916 - 11 अप्रैल 2012) एक अल्जीरियाई राजनीतिज्ञ, समाजवादी सैनिक और क्रांतिकारी थे, जो 1963 से 1965 तक अल्जीरिया के पहले राष्ट्रपति थे।	0.6739469186689455	0.6765375068946499	0.593065693430657	0.9042	0.41
1049.0	He had a base price of Rs 20 lakh.	उनका 20 लाख का बेस प्राइस था।	75.0	75.0					base price left	उसकी मूल्य Rs 20 लाख रुपये थी।	80.0	80.0					missed he, missed base, uski -> uska, thi -> tha	उसकी आधार मूल्य 20 लाख रुपये थी।	85.0	85.0					missed he, uski -> uska, thi -> tha	0.721	0.7256	0.7233	0.7252	0.7469	0.7358	0.0	0.0	0.8	0.85	उसकी बेस कीमत 20 लाख रुपये थी।	0.2678571428571428	0.3650793650793651	0.2678571428571428	0.7966	0.0
1051.0	A case of accidental death has been registered by the police and further investigation in the matter is underway.	पुलिस ने दुर्घटनावश मौत का एक मामला दर्ज किया है और मामले में जांच जारी है।	100.0							पुलिस द्वारा एक दुर्घटनाग्रस्त मृत्यु का मामला दर्ज किया गया है और मामले में आगे जांच जारी है।	100.0							पुलिस ने आकस्मिक मृत्यु का मामला दर्ज किया है और इस संबंध में आगे की जांच जारी है।	90.0						accidental mistranslated	0.9197	0.9131	0.9164	0.858	0.8698	0.8639	0.27	0.31	1.0	0.9	पुलिस द्वारा एक आकस्मिक मृत्यु का मामला दर्ज किया गया है और मामले की आगे की जांच जारी है।	0.7630214040470452	0.6901840490797546	0.71394890260631	0.8793	0.0
1066.0	The match will take place at Trent Bridge in Nottingham.	यह मैच नॉटिंघम के ट्रेंट ब्रिज मैदान पर खेला जाएगा।	100.0							मैच नॉटिंघम में ट्रेंट ब्रिज में होगा।	90.0							ट्रेंट ब्रिज, नॉटिंघम में मैच आयोजित होगा।	95.0						ayojit awkward with match	0.8583	0.923	0.8895	0.8423	0.8737	0.8577	0.0	0.0	0.9	0.95	मैच नॉटिंघम के ट्रेंट ब्रिज में होगा।	0.3865979381443298	0.5134020618556702	0.3220663265306122	0.8993	0.4
1068.0	still to decide on reconvening of Parliament for GST Bill Productivity of Rajya Sabha falls to 9% and of Lok Sabha to 60%	जीएसटी विधेयक के लिए संसद की फिर से कार्यवाही पर फैसला करना अभी बाकी राज्‍य सभा की उत्‍पादकता गिरकर 9 प्रतिशत और लोकसभा की 60 प्रतिशत पर आई	90.0						Not exact	पार्लियामेंट को जीएसटी विधेयक के लिए पुनर्संवाद करने पर अब भी निर्णय लेना है, राज्यसभा की उत्पादकता 9% और लोकसभा की 60% तक गिर गई है।	95.0							जीएसटी बिल के लिए संसद के पुनर्गठन पर अभी निर्णय नहीं हुआ, राज्य सभा की उत्पादकता 9% और लोक सभा की 60% हो गई।	100.0							0.8312	0.8066	0.8187	0.8169	0.8374	0.827	0.17	0.0	0.95	1.0	संसद को जीएसटी बिल के लिए फिर से बुलाने का निर्णय अभी तक नहीं हुआ है। राज्यसभा की उत्पादकता घटकर 9% और लोकसभा की 60% रह गई है।	0.3730772624334578	0.4072768475387133	0.3056551174830745	0.8171	0.12
1076.0	Best Debut Director: Konkona Sen Sharma (A death in the Gunj)	बेस्ट डेब्यू डायरेक्टर : कोंकणा सेन शर्मा (अ डेथ इन द गुंज)	75.0	75.0					used English words	सर्वश्रेष्ठ डेब्यू निर्देशक: कोंकणा सेन शर्मा (अ डेथ इन द गंज)।	100.0							सर्वश्रेष्ठ नवोदित निर्देशक: कोंकona सेन शर्मा (गन्ज में एक मौत)	98.0						name partially in English	0.9019	0.9193	0.9105	0.7789	0.7954	0.787	0.58	0.0	1.0	0.98	सर्वश्रेष्ठ डेब्यू निर्देशक: कोंकणा सेन शर्मा (ए डेथ इन द गंज)	0.7722290604302211	0.6914285714285714	0.320863309352518	0.9234	0.38
1084.0	In the case of an intrinsic, you already done this before, log of n versus 1 over T is just a straight line with 1 slope, so this is intrinsic.	में एक आंतरिक (intrinsic) के मामले में, आप पहले से ही यह कर चुके हैं, n बनाम 1 बनाम T के लॉग 1 (log of n versus 1 over T) केवल ढलान वाली सीधी रेखा (straight line with 1 slope) है, इसलिए यह आंतरिक (intrinsic) है।	90.0						gives English hints	एक आंतरिक केस में, आप पहले से ही यह कर चुके हैं, एन की लॉग बनाम टी का 1 ओवर खिसकाव केवल एक सीधी रेखा है जिसका 1 स्लोप है, इसलिए यह आंतरिक है।	70.0	70.0						इन्ट्रिन्सिक के मामले में, आपने पहले यह कर लिया है, लॉग ऑफ एन वर्सस 1 ओवर टी बस एक सीधी रेखा है जिसकी ढाल 1 है, इसलिए यह इन्ट्रिन्सिक है।	100.0							0.7796	0.831	0.8045	0.737	0.7625	0.7495	0.25	0.09	0.7	1.0	"""""""इस वाक्य का हिंदी में अनुवाद है: """"""""यदि यह आंतरिक हो, तो आपने पहले ही इसे किया है, n का लॉग बनाम 1/T एक सीधी रेखा होती है जिसमें ढलान 1 होता है, इसलिए यह आंतरिक है।"""""""""""""""	0.4548278644432489	0.2920715905409782	0.3041510659239191	0.7320	0.1
1089.0	However, there is no firm evidence to suggest this.	हालांकि, इसका सुझाव देने के लिए कोई पुख्ता सबूत नहीं है।	98.0						comma not needed	हालांकि, इसे सुझाने के लिए कोई पक्षपातित साक्ष्य नहीं है।	90.0						Comma not needed, firm evidence not correctly translated	हालाँकि, इस बात का कोई सOLID प्रमाण नहीं है।	85.0	85.0					comma not needed, solid partially in English	0.8825	0.8546	0.8683	0.7757	0.809	0.792	0.0	0.0	0.9	0.85	हालाँकि, यह सुझाव देने के लिए कोई ठोस प्रमाण नहीं है।	0.565083176127594	0.6490885416666666	0.267478813559322	0.8893	0.38
1141.0	Golia is a village located in the Ganjam District of the Indian state of Odisha.	गोलिआ (Golia) भारत के ओड़िशा राज्य के गंजाम ज़िले में स्थित एक गाँव है।	100.0							गोलिया भारतीय राज्य ओडिशा के गंजाम जिले में स्थित एक गाँव है।	100.0							गोलिया ओडिशा राज्य के गंजाम जिले में स्थित एक गांव है।	100.0							0.8498	0.9062	0.8771	0.8195	0.8725	0.8452	0.27	0.0	1.0	1.0	गोलिया भारत के ओडिशा राज्य के गंजाम जिले में स्थित एक गाँव है।	0.4992988782051282	0.628343949044586	0.4338380513495721	0.8994	0.34
1213.0	Under the scheme, 18 SMI projects have been reported to be completed by the State Government of Maharashtra so far out of which 9 projects have been reported to be completed since January2020	इस योजना के तहत, महाराष्ट्र सरकार द्वारा अब तक 18 एसएमआई परियोजनाओं के पूरा होने की सूचना दी गई है, जिनमें से 9 परियोजनाएं जनवरी 2020 के बाद पूरी होने की सूचना है	100.0							इस योजना के तहत, महाराष्ट्र राज्य सरकार द्वारा अब तक 18 एसएमआई परियोजनाएं पूर्ण की गई हैं, जिनमें से 9 परियोजनाएं जनवरी 2020 से पूर्ण की गई हैं।	100.0							योजना के तहत, महाराष्ट्र राज्य सरकार द्वारा अब तक 18 एसएमआई परियोजनाओं को पूरा होने की सूचना दी गई है, जिनमें से जनवरी 2020 से 9 परियोजनाओं को पूरा होने की सूचना दी गई है।	90.0						ko pura -> ki puri	0.8815	0.9263	0.9033	0.9347	0.9417	0.9382	0.43	0.55	1.0	0.9	इस योजना के तहत महाराष्ट्र राज्य सरकार द्वारा अब तक 18 एसएमआई परियोजनाओं को पूरा किया गया बताया गया है, जिनमें से 9 परियोजनाएं जनवरी 2020 से पूरी की गई हैं।	0.6077374535872561	0.6366824767851424	0.7556492057050094	0.9031	0.45
1272.0	Nepal won the match by 10 wickets, reaching 17 for no loss in 0.5 overs.	नेपाल ने 0.5 ओवर में बिना किसी नुकसान के 17 रन बनाकर मैच 10 विकेट से जीत लिया।	100.0							नेपाल ने मैच जीत लिया 10 विकेट से, 0.5 ओवर में 17 रन के नुकसान के बिना पहुंच गया।	80.0	80.0					reaching mistranslated	नेपाल ने 0.5 ओवर्स में बिना किसी नुकसान के 17 रन बनाकर 10 विकेट से मैच जीता।	100.0							0.8935	0.8689	0.881	0.9653	0.9675	0.9664	0.0	0.55	0.8	1.0	नेपाल ने 0.5 ओवर में बिना किसी नुकसान के 17 रन बनाकर 10 विकेट से मैच जीत लिया।	0.7616605616605617	0.9945130315500684	0.8300434512725017	0.9876	0.76
1275.0	The GoM consists of external affairs minister Sushma Swaraj, road transport minister Nitin Gadkari, law minister Ravi Shankar Prasad and social justice and empowerment minister Thawar Chand Gehlot.	जीओएम के सदस्य विदेश मंत्री सुषमा स्वराज, सड़क परिवहन एवं राजमार्ग मंत्री नितिन गडकरी, कानून मंत्री रविशंकर प्रसाद, सामाजिक न्याय मंत्री थावर चंद गहलोत होंगे। जीओएम अपनी अनुशंसा को प्रधानमंत्री को सौंपेगा।	60.0			60.0			Extra sentence	गोएम में विदेश मामले मंत्री सुषमा स्वराज, सड़क परिवहन मंत्री नितिन गडकरी, कानून मंत्री रवि शंकर प्रसाद और सामाजिक न्याय और सशक्तिकरण मंत्री थावर चंद गेहलोट शामिल हैं।	90.0						GoM and affairs mistranslated	गोम में विदेश मंत्री सुषमा स्वराज, सड़क परिवहन मंत्री नितिन गडकरी, विधि मंत्री रवि शंकर प्रसाद और सामाजिक न्याय एवं सशक्तिकरण मंत्री थावर चंद गहलोत शामिल हैं।	90.0						law mistranslated	0.8278	0.871	0.8488	0.8216	0.8838	0.8515	0.32	0.32	0.9	0.9	गोएम में विदेश मंत्री सुषमा स्वराज, सड़क परिवहन मंत्री नितिन गडकरी, कानून मंत्री रवि शंकर प्रसाद और सामाजिक न्याय और अधिकारिता मंत्री थावर चंद गहलोत शामिल हैं।	0.51057850576097	0.554905523255814	0.5450581395348838	0.8719	0.38
1293.0	The phone comes in 8GB RAM + 128GB storage and 12GB RAM + 256GB storage variants, priced at Rs 29,999 and Rs 33,999, respectively.	फोन के 8GB रैम व 128GB स्टोरेज वेरिएंट की कीमत 29,999 रुपये और 12GB रैम व 256GB स्टोरेज वेरिएंट की कीमत 33,999 रुपये रखी गयी है।	100.0							यह फोन 8जीबी रैम + 128जीबी स्टोरेज और 12जीबी रैम + 256जीबी स्टोरेज वेरिएंट्स में आता है, जिनकी कीमत रुपये 29,999 और रुपये 33,999 है।	95.0							फोन 8GB रैम + 128GB स्टोरेज और 12GB रैम + 256GB स्टोरेज वेरिएंट्स में आता है, जिसकी कीमत क्रमशः 29,999 रुपये और 33,999 रुपये है.	100.0							0.811	0.8003	0.8056	0.8658	0.8535	0.8596	0.0	0.0	0.95	1.0	फोन 8GB रैम + 128GB स्टोरेज और 12GB रैम + 256GB स्टोरेज वेरिएंट्स में उपलब्ध है, जिनकी कीमत क्रमशः 29,999 रुपये और 33,999 रुपये है।	0.2307692307692307	0.5606219951923077	0.5311196253724989	0.8605	0.0
1339.0	The body was shifted to Osmania hospital for postmortem.	पोस्टमार्टेम के लिए शव उस्मानिया अस्पताल भेज दिया।	95.0						gaya missing	शव को पोस्टमॉर्टम के लिए ओसमानिया अस्पताल में भेज दिया गया।	90.0							शव को ओसmania अस्पताल में पोस्टमार्टम के लिए स्थानांतरित कर दिया गया।	90.0						Osmania half translated	0.877	0.8605	0.8687	0.8222	0.818	0.8201	0.0	0.0	0.9	0.9	शव को पोस्टमार्टम के लिए उस्मानिया अस्पताल ले जाया गया।	0.4481927710843373	0.5439024390243904	0.3757440476190476	0.9019	0.0
1363.0	Sets out a concrete programme for cooperation, envisaging projects including joint exploration and production of hydrocarbons, long term LNG supplies and joint study of a hydrocarbon pipeline system connecting Russia with India.	सहयोग के लिए एक ठोस कार्यक्रम की रूपरेखा तैयार करता है, हाइड्रोकार्बन के संयुक्‍त उत्‍खनन एवं उत्‍पादन समेत परियोजनाओं, एलएनजी की दीर्घकालिक आपूर्ति और रूस को भारत के साथ जोड़ती एक हाइड्रोकार्बन पाइपलाइन प्रणाली के संयुक्‍त अध्‍ययन की परिकल्‍पना करता है,	100.0							एक सख्त कार्यक्रम का आयोजन करता है जो सहयोग के लिए, संयुक्त खनन और उत्पादन सहित परियोजनाओं की ओर दृष्टि रखता है, दीर्घकालिक एलएनजी आपूर्ति और रूस से भारत को जोड़ने वाले हाइड्रोकार्बन पाइपलाइन सिस्टम का संयुक्त अध्ययन।	90.0							रूस और भारत के बीच हाइड्रोकार्बन पाइपलाइन प्रणाली की संयुक्त अध्ययन सहित हाइड्रोकार्बन के संयुक्त अन्वेषण और उत्पादन, दीर्घकालिक एलएनजी आपूर्ति की परियोजनाओं की परिकल्पना करते हुए सहयोग के लिए एक ठोस कार्यक्रम प्रस्तुत करता है।	100.0							0.8448	0.8501	0.8474	0.854	0.8784	0.866	0.0	0.18	0.9	1.0	सहयोग के लिए एक ठोस कार्यक्रम प्रस्तुत करता है, जिसमें परियोजनाएं शामिल हैं जैसे कि हाइड्रोकार्बन का संयुक्त अन्वेषण और उत्पादन, दीर्घकालिक एलएनजी आपूर्ति, और रूस को भारत से जोड़ने वाली हाइड्रोकार्बन पाइपलाइन प्रणाली का संयुक्त अध्ययन।	0.3538923214545758	0.4246199484418834	0.3408070310495252	0.8772	0.23
1371.0	Union Government led by the Prime Minister Shri Narendra Modi is committed to provide all assistance to the State Government to achieve this goal.	प्रधानमंत्री श्री नरेन्द्र मोदी के नेतृत्व में केंद्र सरकार इस लक्ष्य की प्राप्ति के लिए राज्य सरकार को सभी तरह की सहायता प्रदान करने के लिए प्रतिबद्ध है।	100.0							प्रधानमंत्री श्री नरेंद्र मोदी द्वारा नेतृत संघ सरकार इस लक्ष्य को प्राप्त करने के लिए राज्य सरकार को सभी सहायता प्रदान करने के लिए प्रतिबद्ध है।	100.0							श्री नरेंद्र मोदी के नेतृत्व में केंद्र सरकार राज्य सरकार को इस लक्ष्य को प्राप्त करने के लिए सभी सहायता प्रदान करने के लिए प्रतिबद्ध है।	100.0							0.9288	0.9465	0.9376	0.9296	0.9549	0.9421	0.44	0.47	1.0	1.0	प्रधानमंत्री श्री नरेंद्र मोदी के नेतृत्व वाली केंद्र सरकार इस लक्ष्य को प्राप्त करने के लिए राज्य सरकार को हर संभव सहायता प्रदान करने के लिए प्रतिबद्ध है।	0.677225532593316	0.7449384515711046	0.7723408050419169	0.9574	0.48
