idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_f1_score	gpt_4o_f1_score	ollama_f1_score
1418	[[0.94216955]]	Screenplay for the movie has been written by National Award winning director Hansal Mehta.	ଫିଲ୍ମଟିର ସ୍କ୍ରିପ୍ଟ, ରାଷ୍ଟ୍ରୀୟ ପୁରସ୍କାର ବିଜେତା ନିର୍ଦ୍ଦେଶକ ହଂସଲ ମେହତା ଲେଖିଛନ୍ତି ।	0.94216955	True	True	ଚଳଚିତ୍ରର ସ୍କ୍ରିନପ୍ଲେ ଜାତୀୟ ପ୍ରଶାନ୍ତ ବିଜୟୀ ପରିଚାଲକ ହଂସାଲ୍ ମେହତା ଦ୍ୱାରା ଲେଖା ହେଉଛି।	ଚଳଚ୍ଚିତ୍ରର ପରିଦୃଶ୍ୟରଚନା ଜାତୀୟ ପୁରସ୍କାର ବିଜେତା ପରିଚାଳକ ହନ୍ସଲ ମେହତାଙ୍କ ଦ୍ୱାରା ଲିଖିତ।	ଚଳଚ୍ଚିତ୍ରର ସ୍କ୍ରିନ୍‍ପ୍ଲେ ଜାତୀୟ ପୁରସ୍କାର ବିଜେତା ନିର୍ଦ୍ଦେଶକ ହାନ୍ସଲ୍ ମେହ୍ତାଙ୍କଦ୍ୱାରା ଲେଖାଯାଇଛି।	0.9422	0.9511	0.9576
1428	[[0.9122936]]	Among others, PCC president Niranjan Patnaik and many other senior leaders were present.	ବୈଠକରେ ପିସିସି ସଭାପତି ନିରଞ୍ଜନ ପଟ୍ଟନାୟକଙ୍କ ସମେତ ଅନ୍ୟ ବରିଷ୍ଠ ଅଧିକାରୀ ଉପସ୍ଥିତ ଥିଲେ।	0.9122936	True	True	ଅନ୍ୟାନ୍ୟରେ, ପୀସିସି ପ୍ରଧାନ ନିରଞ୍ଜନ ପଟ୍ଟନାୟକ ଏବଂ ଅନେକ ଅନୁଭବୀ ନେତୃତ୍ଵାଧୀନ ଉପସ୍ଥିତି ଥିଲେ।	ଅନ୍ୟମାନଙ୍କ ସହିତ, ପିସିସି ଅଧ୍ୟକ୍ଷ ନିରଞ୍ଜନ ପଟ୍ଟନାୟକ ଏବଂ ଅନେକ ଅନ୍ୟ ଜେଷ୍ଠ ନେତାମାନେ ଉପସ୍ଥିତ ଥିଲେ।	ଅନ୍ୟମାନଙ୍କ ମଧ୍ୟରେ, ପିସିସି ଅଧ୍ୟକ୍ଷ ନୀରଞ୍ଜନ ପଟ୍ଟନାଇକ ଏବଂ ଅନେକ ଅନ୍ୟ ବୃଦ୍ଧ ନେତାମାନେ ଉପସ୍ଥିତ ଥିଲେ।	0.9583	0.9653	0.9653
1559	[[0.9058621]]	Some efforts are being made at the government level also and steps are being taken for the same.	ଆଉ ଏଥିପାଇଁ ସରକାରଙ୍କ ସ୍ତରରେ ମଧ୍ୟ କିଛି ଚେଷ୍ଟା କରାଯାଉଛି, ପଦକ୍ଷେପ ଉଠା ଯାଉଛି ।	0.9058621	True	True	ସରକାରର ସ୍ତରରେ କେତେକ ପ୍ରଯତ୍ନ କରାଯାଇ ଥିବା ଏବଂ ସମ୍ଭାବନା ପ୍ରାପ୍ତ କରିଥାଏ।	କିଛି ପ୍ରୟାସ ସରକାରୀ ସ୍ତରରେ ମଧ୍ୟ କରାଯାଉଛି ଏବଂ ଏହା ପାଇଁ ପଦକ୍ଷେପ ଗ୍ରହଣ କରାଯାଉଛି।	କିଛି ପ୍ରୟାସ ସରକାରୀ ସ୍ତରରେ ମଧ୍ୟ ହେଉଛି ଏବଂ ସେହି ପାଇଁ ପଦକ୍ଷେପ ନିଆଯାଉଛି।	0.9625	0.9513	0.9577
1614	[[0.9235467]]	Cabinet Committee on Economic Affairs (CCEA) Cabinet approves Minimum Support Prices for Raw Jute for 2018-19 season The Cabinet Committee on Economic Affairs, chaired by the Prime Minister Shri Narendra Modi, has given its approval for the increase in the Minimum Support Price (MSP) for Raw Jute for 2018-19 season.	ଆର୍ଥିକ ବ୍ୟାପାର ସଂକ୍ରାନ୍ତ କ୍ୟାବିନେଟ କମିଟି 2018-19 ଋତୁ ପାଇଁ ଅଶୋଧିତ ଝୋଟର ସର୍ବନିମ୍ନ ସହାୟକ ମୂଲ୍ୟ ବୃଦ୍ଧିକୁ କ୍ୟାବିନେଟ ମଞ୍ଜୁରି ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀଙ୍କ ଅଧ୍ୟକ୍ଷତାରେ ଅନୁଷ୍ଠିତ ଆର୍ଥିକ ବ୍ୟାପାର ସଂକ୍ରାନ୍ତ କ୍ୟାବିନେଟ କମିଟି (ସିସିଇଏ) ଆଜି 2018-19 ଋତୁ ପାଇଁ ଅଶୋଧିତ ଝୋଟର ସର୍ବନିମ୍ନ ସହାୟକ ମୂଲ୍ୟ ବୃଦ୍ଧି ପ୍ରସ୍ତାବକୁ ମଞ୍ଜୁରି ଦେଇଛନ୍ତି ।	0.9235467	True	True	ଅର୍ଥନୀତିକ କମିଟି କାନର୍ଣ୍ଣିକା କାମିଟି (CCEA) ମନ୍ତ୍ରୀମଣ୍ଡଳୀ ରାଉ ଜୁଟେର ପାଥର ସହ ଗୋଟେ ୨୦୧୮-୧୯ ସୀଜନର ମିନିମମ ସପୋର୍ଟ ମୂଲ୍ୟ ଅନୁମୋଦନ କରିଛି। ମୁଖ୍ୟମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଦ୍ୱାରା ସଭାପତି କରାଯାଇଥିବା ଅର୍ଥନୀତିକ କମିଟି କାନର୍ଣ୍ଣିକା ରାଉ ଜୁଟେର ପାଥରର ମିନିମମ ସପୋର୍ଟ ମୂଲ୍ୟ (MSP) ପରିବର୍ତ୍ତନ କରିବା ପ୍ରତିଷ୍ଠା ଦେଇଛି।	ମନ୍ତ୍ରିମଣ୍ଡଳର ଆର୍ଥିକ କାର୍ଯ୍ୟବିଭାଗ ସମିତି (CCEA) 2018-19 ଋତୁ ପାଇଁ କଚ୍ଚା ଜାଟ ନିମନ୍ତେ ନ୍ୟୂନତମ ସମର୍ଥନ ମୂଲ୍ୟ ଅନୁମୋଦନ କରିଛି। ମନ୍ତ୍ରିମଣ୍ଡଳର ଆର୍ଥିକ କାର୍ଯ୍ୟବିଭାଗ ସମିତି, ଯାହାକୁ ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଅଧ୍ୟକ୍ଷତା କରୁଛନ୍ତି, 2018-19 ଋତୁ ପାଇଁ କଚ୍ଚା ଜାଟର ନ୍ୟୂନତମ ସମର୍ଥନ ମୂଲ୍ୟ (MSP) ବୃଦ୍ଧି ପାଇଁ ଏହାର ଅନୁମୋଦନ ପ୍ରଦାନ କରିଛି।	ଅର୍ଥନୀତି କାର୍ଯ୍ୟ ସମିତି (ସିସିଇଏ) କ୍ୟାବିନେଟ୍ ୨୦୧୮-୧୯ ଋତୁପାଇଁ କାଚା ଜୁଟର ନ୍ୟୂନତମ ସହାୟକ ମୂଲ୍ୟକୁ ଅନୁମୋଦନ କରିଛି | ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀଙ୍କ ଅଧ୍ୟକ୍ଷତାରେ ଅର୍ଥନୀତି କାର୍ଯ୍ୟ ସମିତି, ୨୦୧୮-୧୯ ଋତୁପାଇଁ କାଚା ଜୁଟର ନ୍ୟୂନତମ ସହାୟକ ମୂଲ୍ୟରେ ବୃଦ୍ଧି ପାଇଁ ଅନୁମୋଦନ କରିଛି |	0.8760	0.8832	0.8732
1674	[[0.92430544]]	No complaint has been registered in the incident so far.	ଏଯାବତ୍‌ ଏହି ଘଟଣାକୁ ନେଇ କୌଣସି ଅଭିଯୋଗ ଥାନାରେ ହୋଇ ନାହିଁ।	0.92430544	True	True	ଏହି ଘଟଣାରେ ଅବିଶ୍ୱାସ ହୋଇଛି କିଏଣି ଅଭିଯୋଗ ଦାଖଲ କରାଯାଇନଥିବା ।	ଏପର୍ଯ୍ୟନ୍ତ ଘଟଣାରେ କୌଣସି ଅଭିଯୋଗ ଦାଖଲ ହୋଇନାହିଁ।	ଏହି ଘଟଣାରେ ଏଯାଏଁ କୌଣସି ଅଭିଯୋଗ ଦାଖଲ ହୋଇନାହିଁ ।	0.9956	0.9614	0.9840
1687	[[0.9002727]]	The Prime Minister reiterated his dream that every Indian should have a proper house by 2022, and 1.3 crore houses have been made in his tenure.	ପ୍ରତ୍ୟେକ ଭାରତୀୟଙ୍କୁ 2022 ସୁଦ୍ଧା ଉପଯୁକ୍ତ ଆବାସ ପ୍ରଦାନ କରିବା ଲାଗି ପ୍ରଧାନମନ୍ତ୍ରୀ ତାଙ୍କର ସ୍ୱପ୍ନକୁ ଦୋହରାଇଥିଲେ । ତାଙ୍କର କାର୍ଯ୍ୟକାଳ ସମୟରେ 1.3 କୋଟି ଆବାସ ନିର୍ମାଣ କରାଯାଇଥିବା ସେ କହିଥିଲେ ।	0.9002727	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ ପୁନଃ ବାର୍ତ୍ତାରେ ତାଙ୍କ ସ୍ବପ୍ନ ପୁନଃ ଖଣ୍ଡିତ ହେଉଛି ଯେ 2022 ରେ ପ୍ରତ୍ୟେକ ଭାରତୀୟଙ୍କୁ ଠିକ୍ ଘର ଅଛି ଓ 1.3 କୋଟି ଘର ତାଙ୍କ କାଲରେ ତିଆରା ହୋଇଛି।	ପ୍ରଧାନମନ୍ତ୍ରୀ ତାଙ୍କ ସ୍ବପ୍ନକୁ ପୁନରୁଚ୍ଚାରଣ କରିଥିଲେ ଯେ ପ୍ରତ୍ୟେକ ଭାରତୀୟଙ୍କର 2022 ରେ ଏକ ଯଥାଜଥା ଘର ହେବା ଉଚିତ୍, ଏବଂ ତାଙ୍କର କାର୍ଯ୍ୟକାଳ ମଧ୍ୟରେ 1.3 କୋଟି ଘର ନିର୍ମାଣ ହୋଇଛି।	ପ୍ରଧାନମନ୍ତ୍ରୀ ତାଙ୍କର ସ୍ୱପ୍ନକୁ ପୁନର୍ବାର ଦୋହରାଇଲେ ଯେ ୨୦୨୨ ମସିହାରେ ପ୍ରତ୍ୟେକ ଭାରତୀୟଙ୍କର ଏକ ଉତ୍ତମ ଘର ଥିବା ଉଚିତ୍, ଏବଂ ତାଙ୍କର କାର୍ଯ୍ୟକାଳରେ ୧.୩ କୋଟି ଘର ନିର୍ମାଣ କରାଯାଇଛି।	0.9461	0.9425	0.9083
1736	[[0.9251622]]	Constable Guruveer Singh reportedly strangled his wife Anupriya Gautam to death at his government quarters in CRPF's 201 CoBRA battalion, a senior police officer said.	ସିଆର୍‌ପିଏଫ୍ର ୨୦୧ କୋବ୍ରା ବାଟାଲିୟାନ୍‌ର ସରକାରୀ କ୍ୱାର୍ଟର୍ସରେ କନେଷ୍ଟବଳ ଗୁରୁବୀର ସିଂହ ତାଙ୍କର ପତ୍ନୀ ଅନୁପ୍ରିୟା ଗୌତମଙ୍କୁ ଶ୍ୱାସରୁଦ୍ଧ କରି ହତ୍ୟା କରିଥିବା କଥା ଜଣେ ବରିଷ୍ଠ ପୁଲିସ ଅଧିକାରୀ କହିଛନ୍ତି।	0.9251622	True	True	କନଷ୍ଟେବଲ ଗୁରୁବୀର ସିଂହ ରିପୋର୍ଟ୍‌ରେ ତାଙ୍କ ସ୍ତ୍ରୀ ଅନୁପ୍ରିୟା ଗୌତମଙ୍କୁ CRPF ର 201 CoBRA ବ୍ୟାଟାଲିଅନରେ ତାଙ୍କ ସରକାରୀ କ୍ୱାର୍ଟର୍‌ରେ ହେଲା କରିଥିବା ବେଳିକୁ, ଏକ ବରିଷ୍ଠ ପୋଲିସ ଅଫିସର କହିଛନ୍ତି।	କୌନ୍ଷଟେବଲ ଗୁରୁବୀର ସିଂହ ନିଜ ସରକାରୀ କ୍ୱାର୍ଟରରେ CRPF ର 201 CoBRA ବ୍ୟାଟାଲିଅନରେ ନିଜ ଜଣା ଅନୁପ୍ରିୟା ଗୌତମଙ୍କୁ ଗଳା ଦବାଇ ହତ୍ୟା କରିଥିବା ଖବର ମିଳିଛି, ଏକ ଜେଷ୍ଠ ପୋଲିସ ଅଧିକାରୀ କହିଛନ୍ତି।	କନଷ୍ଟାବଲ ଗୁରୁବୀର ସିଂହ ତାଙ୍କ ପତ୍ନୀ ଅନୁପ୍ରିୟା ଗୌତମଙ୍କୁ ମୃତ୍ୟୁଦଣ୍ଡ ଦେଇ ତାଙ୍କ ସରକାରୀ କ୍ୱାର୍ଟର୍ସରେ ସିଆରପିଏଫର ୨୦୧ କୋବ୍ରା ବାଟାଲିୟନରେ ହତ୍ୟା କରିଥିଲେ, ଏକ ସିନିୟର ପୁଲିସ ଅଧିକାରୀ କହିଲେ।	0.8607	0.8690	0.9736
1774	[[0.91250306]]	Katrina Kaif will be working opposite Akshay Kumar in the film.	କ୍ୟାଟ୍ରିନା କୈଫ୍‌ ଏହି ଫିଲ୍ମରେ ଅକ୍ଷୟ କୁମାରଙ୍କ ବିପକ୍ଷରେ ନଜର ଆସିବାକୁ ଯାଉଛନ୍ତି ।	0.91250306	True	True	ଫିଲ୍ମରେ କାଟ୍ରିନା କାଇଫକୁ ଅକ୍ଷୟ କୁମାରର ବିପରୀତରେ କାମ କରିବେ।	କ୍ୟାଟ୍ରିନା କੈଫ୍ ଏହି ଫିଲ୍ମରେ ଅକ୍ଷୟ କୁମାରଙ୍କ ସହିତ କାମ କରିବେ।	କଟ୍ରିନା କୈଫ୍ ଆକ୍ଷୟ କୁମାରଙ୍କ ସହିତ ଚଳଚ୍ଚିତ୍ରରେ କାମ କରିବେ।	0.9875	0.9968	0.9875
1886	[[0.91375864]]	Morari Bapu announces Rs 5 cr donation for construction of Ram Temple at Ayodhya	ଅଯୋଧ୍ୟା ରାମ ମନ୍ଦିର ନିର୍ମାଣ କାର୍ଯ୍ୟ ଲାଗି ମୋରାରୀ ବାପୁଙ୍କ ୫ କୋଟି ଟଙ୍କା ଦାନ ଘୋଷଣା	0.91375864	True	True	ମୋରାରି ବାପୁ ଅଯୋଧ୍ୟାରେ ରାମ ମନ୍ଦିର ନିର୍ମାଣ ପାଇଁ ପାଚ କୋଟି ଟଙ୍କା ଦାନ ଜାରି କରିଛନ୍ତି।	ମୋରାରି ବାପୁ ଅଯୋଧ୍ୟାରେ ରାମ ମନ୍ଦିର ନିର୍ମାଣ ପାଇଁ ୫ କୋଟି ଟଙ୍କା ଦାନ କରିବାକୁ ଘୋଷଣା କଲେ।	ଆୟୋଧ୍ୟାରେ ରାମ ମନ୍ଦିର ନିର୍ମାଣ ପାଇଁ ମୋରାରୀ ବାପୁ ୫ କୋଟି ଟଙ୍କା ଦାନ ଘୋଷଣା କରିଛନ୍ତି	0.9055	0.9088	1.0000
1905	[[0.9103714]]	Hindi declared as third official court language in Abu Dhabi	ତୃତୀୟ ଅଫିସିଆଲ ଭାଷା ଭାବେ ଆବୁଧାବି ଅଦାଲତରେ ସାମିଲ ହେଲା ହିନ୍ଦୀ ଭାଷା	0.9103714	True	True	ହିନ୍ଦୀକୁ ଆବୁ ଧାବୀର ତୃତୀୟ ସରକାରୀ ଆଦାଲତ ଭାଷା ଘୋଷଣା କରାଯାଇଛି।	ହିନ୍ଦୀକୁ ଆବୁ ଧାବିରେ ତୃତୀୟ ଆଧିକାରିକ ଅଦାଲତ ଭାଷା ଭାବେ ଘୋଷଣା କରାଗଲା।	ଆବୁ ଧାବିରେ ହିନ୍ଦୀକୁ ତୃତୀୟ ଅଧିକାରୀ ଆଦାଲତ ଭାଷା ଭାବେ ଘୋଷଣା କରାଯାଇଛି	0.8871	0.8922	1.0000
1920	[[0.91073006]]	Rapid work is underway to complete the country's first modern Inland waterway.	ଦେଶର ଏହି ପ୍ରଥମ ଆଧୁନିକ ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥକୁ ସଂପୂର୍ଣ୍ଣ ଭାବେ ପ୍ରସ୍ତୁତ କରିବା ସକାଶେ ଦ୍ରୁତ ଗତିରେ କାର୍ଯ୍ୟ ଜାରି ରହିଛି ।	0.91073006	True	True	ଦେଶର ପ୍ରଥମ ଆଧୁନିକ ଅନ୍ତର୍ଦେଶୀୟ ଜଳମାର୍ଗ ସମ୍ପୂର୍ଣ କରିବା ପାଇଁ ଦ୍ୱିଗତନ କାର୍ଯ୍ୟ ଚାଲିଛି।	ଦେଶର ପ୍ରଥମ ଆଧୁନିକ ଅନ୍ତର୍ଦେଶୀୟ ଜଳପଥ ପୂର୍ଣ୍ଣ କରିବା ପାଇଁ ଦ୍ରୁତ ଗତିରେ କାମ ଚାଲିଛି।	ଦେଶର ପ୍ରଥମ ଆଧୁନିକ ଅନ୍ତର୍ବାହୀ ଜଳପଥକୁ ସମ୍ପୂର୍ଣ୍ଣ କରିବା ପାଇଁ ଦ୍ରୁତ କାର୍ଯ୍ୟ ଚାଲିଛି ।	0.9818	0.9886	0.9818
1950	[[0.9016434]]	Former Congress president Rahul Gandhi met migrant labourers.	ନୂଆଦିଲ୍ଲୀ: କଂଗ୍ରେସର ପୂର୍ବତନ ଅଧ୍ୟକ୍ଷ ରାହୁଲ ଗାନ୍ଧୀ ପ୍ରବାସୀ ଶ୍ରମିକଙ୍କ ସହ ସାକ୍ଷାତ କରିଛନ୍ତି ।	0.9016434	False	True	ପୂର୍ବ କଂଗ୍ରେସ୍ ପ୍ରେସିଡେଣ୍ଟ ରାହୁଲ ଗାନ୍ଧୀ ପରେଲେଖୁରିଆ ଶ୍ରମିକଙ୍କ ମିଳିଲେ।	ପୂର୍ବତନ କଂଗ୍ରେସ ଅଧ୍ୟକ୍ଷ ରାହୁଲ ଗାନ୍ଧୀ ପ୍ରବାସୀ ଶ୍ରମିକମାନଙ୍କ ସହିତ ସାକ୍ଷାତ କଲେ।	ପୂର୍ବତନ କଂଗ୍ରେସ ଅଧ୍ୟକ୍ଷ ରାହୁଲ ଗାନ୍ଧୀ ପ୍ରବାସୀ ଶ୍ରମିକଙ୍କୁ ଭେଟିଲେ ।	0.9546	0.9585	0.9546
1952	[[0.90872884]]	Pakistan closes its airspace to Indian flights	ଭାରତୀୟ ବିମାନ ଲାଗି ନିଜର ବାୟୁସୀମାକୁ ପୁଣି ବନ୍ଦ କରିବ ପାକିସ୍ତାନ	0.90872884	False	True	ପାକିସ୍ତାନ ଭାରତୀୟ ଫ୍ଲାଇଟ୍‌ରେ ଆକାଶରେ ଦ୍ୱାର ବନ୍ଦ କରିଛି।	ପାକିସ୍ତାନ ଭାରତୀୟ ଉଡ଼ାଣକୁ ତାହାର ଆକାଶପଥ ଅବରୋଧ କରିଛି।	ପାକିସ୍ତାନ ଭାରତୀୟ ଉଡ଼ାନଗୁଡ଼ିକ ପାଇଁ ନିଜର ଆକାଶକ୍ଷେତ୍ର ବନ୍ଦ କରିଛି	0.8674	0.8674	0.9989
1966	[[0.92320573]]	Traffic was disrupted for some time on this road.	ଫଳରେ କିଛି ସମୟ ଧରି ଏହି ରାସ୍ତାରେ ଯାନବାହାନ ଚଳାଚଳ ବାଧାପ୍ରାପ୍ତ ହୋଇଥିଲା।	0.92320573	True	True	ଏହି ରାସ୍ତାରେ କେତେଦିନ ପରିଯ୍ୟନ୍ତ ଯାତ୍ରା ବିଘ୍ନିତକର ହୋଇଥିଲା।	ଏହି ସଡ଼କରେ କିଛି ସମୟ ପାଇଁ ଯାତାୟାତ ବାଧାପ୍ରାପ୍ତ ହୋଇଥିଲା।	ଏହି ରାସ୍ତାରେ କିଛି ସମୟ ପାଇଁ ଟ୍ରାଫିକ୍ ବିଘ୍ନିତ ହୋଇଥିଲା।	0.9712	0.9875	0.9875
2026	[[0.9255223]]	The film stars Salman Khan, Sonakshi Sinha, Saiee Manjrekar, and Sudeep in prominent roles.	ଫିଲ୍ମରେ ସଲମାନ ଖାନ୍‌ଙ୍କ ସହ ସୋନାକ୍ଷୀ ସିହ୍ନା, କିଚ୍ଚା ସୁଦୀପ ଏବଂ ସାଇ ମାଞ୍ଜରେକର ପ୍ରମୁଖ କଳାକାର ମୁଖ୍ୟ ଭୂମିକାରେ ନଜର ଆସିବେ।	0.9255223	True	True	ଚଳଚ୍ଚିତ୍ରରେ ସଲମାନ ଖାନ, ସୋନାକ୍ଷୀ ସିନ୍ହା, ସାଏଏ ମଞ୍ଜ୍ରେକାର ଏବଂ ସୁଦୀପ ମୁଖ୍ୟ ଭୂମିକାରେ ସ୍ଟାର୍ କରାଯାଇଛନ୍ତି।	ଏହି ଫିଲ୍ମରେ ସଲମାନ୍ ଖାନ୍, ସୋନାକ୍ଷୀ ସିନ୍ହା, ସାଇ ମଞ୍ଜ୍ରେକର୍ ଓ ସୁଦୀପ୍ ପ୍ରମୁଖ ଭୂମିକାରେ ଅଭିନୟ କରିଛନ୍ତି।	ଚଳଚ୍ଚିତ୍ରରେ ସଲମାନ ଖାନ, ସୋନାକ୍ଷୀ ସିନ୍ହା, ସାଈ ମାଞ୍ଜରେକର ଏବଂ ସୁଦୀପ ପ୍ରମୁଖ ଭୂମିକାରେ ଅଭିନୟ କରିଛନ୍ତି।	0.9687	0.9769	0.9687
2070	[[0.90381956]]	A case has been registered at the local police station and investigations are on.	ଏ ସମ୍ପର୍କରେ ସ୍ଥାନୀୟ ଥାନାରେ ଏକ ମାମଲା ରୁଜୁ କରାଯାଇ ତଦନ୍ତ ଜାରି ରହିଛି ।	0.90381956	True	True	ଏକ ମାମ ଠାରାର ପୁଲିସ ଥାନାରେ ଏକ ମାମଙ୍କ ରେଜିଷ୍ଟର କରାଯାଇଛି ଏବଂ ଅନୁସନ୍ଧାନ ଚାଲୁ ଅଛି।	ସ୍ଥାନୀୟ ପୁଲିସ୍ ଥାନାରେ ଏକ ମାମଲା ରୁଜୁ ହୋଇଛି ଏବଂ ତଦନ୍ତ ଚାଲିଛି।	ସ୍ଥାନୀୟ ପୁଲିସ୍ ଷ୍ଟେସନରେ ଏକ ମାମଲା ଦାୟର ହୋଇଛି ଏବଂ ଅନୁସନ୍ଧାନ ଚାଲୁଅଛି ।	0.9953	0.9977	0.9977
2086	[[0.9189993]]	Prime Minister Modi is the fourteenth recipient of this award.	ଏହି ପୁରସ୍କାରରେ ସମ୍ମାନିତ ହେବାରେ ପ୍ରଧାନମନ୍ତ୍ରୀ ମୋଦୀ ହେଉଛନ୍ତି ଚତୁର୍ଦ୍ଦଶ ବିଶିଷ୍ଟ ବ୍ୟକ୍ତି।	0.9189993	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀ ମୋଦି ଏହି ପୁରସ୍କାର ପ୍ରାପ୍ତିକର୍ତ୍ତା ଦ୍ଵାଦଶ ପ୍ରାପ୍ତିକର୍ତ୍ତା।	ପ୍ରଧାନମନ୍ତ୍ରୀ ମୋଦି ଏହି ସମ୍ମାନର ଚଉଦତମ ପ୍ରାପ୍ତା।	ପ୍ରଧାନମନ୍ତ୍ରୀ ମୋଦୀ ଏହି ପୁରସ୍କାରର ଚଉଦିଶତମ ପ୍ରାପ୍ତକର୍ତ୍ତା ।	0.9712	0.9438	0.9438
2092	[[0.9451768]]	None of the accused has however been arrested so far.	ତେବେ କୌଣସି ଜଣେ ଅଭିଯୁକ୍ତ କୁ ଏଯାଏଁ ଗିରଫ କରାଯାଇନାହିଁ ।	0.9451768	True	True	କିନ୍ତୁ ଏହିମାମାମାମାରିଲେ କିଛି କରିବାରେ ନାହିଁ।	ଏପର୍ଯ୍ୟନ୍ତ ତଥାପି କୌଣସି ଅଭିଯୁକ୍ତଙ୍କୁ ଗିରଫ କରାଯାଇନାହିଁ।	ଅଭିଯୁକ୍ତଙ୍କ ମଧ୍ୟରୁ କେହି ଏ ଯାଏଁ ଗିରଫତାର ହୋଇନାହିଁ ।	0.9513	0.9790	0.9951
2203	[[0.9184497]]	In his remarks, Trump said Indian-American neighbours and friends have made incredible contributions to the country and to the world.	ନିଜ ମନ୍ତବ୍ୟରେ ଟ୍ରମ୍ପ୍‌ କହିଛନ୍ତି ଯେ ଭାରତୀୟ-ଆମେରିକୀୟ ପଡ଼ୋଶୀମାନେ ଏବଂ ବନ୍ଧୁମାନଙ୍କର ଦେଶ ପାଇଁ ଓ ବିଶ୍ୱ ପାଇଁ ଅବଦାନ ଅତୁଳନୀୟ।	0.9184497	True	True	ତାଙ୍କର ମତାମତରେ, ଟ୍ରମ୍ପ ବୋଲିଲୁ ଭାରତୀୟ-ଆମେରିକନ ସହପ୍ରଜନ ଓ ସହମିତ୍ୟରେ ସମୃଦ୍ଧ ଅବଦାନ ଦେଇଛନ୍ତି ଦେଶ ଓ ବିଶ୍ୱରେ।	ଟ୍ରମ୍ପ ତାଙ୍କ ଟୀକା-ଟିପ୍ପଣୀରେ କହିଛନ୍ତି ଯେ, ଭାରତୀୟ-ଅମେରିକୀୟ ପଡ଼ୋଶୀ ଏବଂ ମିତ୍ରମାନେ ଦେଶକୁ ଏବଂ ବିଶ୍ୱକୁ ଅଦ୍ଭୁତ ଅବଦାନ ଦେଇଛନ୍ତି।	ତାଙ୍କ ଟିପ୍ପଣୀରେ, ଟ୍ରମ୍ପ କହିଲେ ଯେ ଭାରତୀୟ-ଆମେରିକୀୟ ପଡୋଶୀ ଓ ବନ୍ଧୁମାନେ ଦେଶ ଓ ବିଶ୍ୱକୁ ଅତୁଲ୍ୟ ଅବଦାନ ଦେଇଛନ୍ତି।	0.9649	0.9675	0.9706
2216	[[0.9207912]]	Another young man was critically injured.	ଏହା ସହିତ ଆଉ ଜଣେ ଯୁବକ ଗୁରୁତର ଭାବେ ଆହତ ହୋଇଛନ୍ତି।	0.9207912	False	True	ଅନ୍ୟକୁ ଯୁବକ ଗଭୀର କ୍ଷତି ପାଇଥିଲା।	ଅନ୍ୟ ଜଣେ ଯୁବକ ଗୁରୁତର ଭାବେ ଆହତ ହୋଇଥିଲେ।	ଆଉ ଜଣେ ଯୁବକର ଗମ୍ଭୀର ଆହତ ହେଲେ ।	0.9291	0.9840	0.9614
