idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans
31776	[[0.9061712]]	He said Pakistan is a peaceful country and wants durable peace in the region.	పాకిస్థాన్ శాంతికాముక దేశం అని, ఈ ప్రాంతంలో శాంతి సుస్థిరతలను ఆశిస్తోందన్నారు.	0.9061712	True	True	అతను పాకిస్తాన్ ఒక శాంతికరమైన దేశం అని చెబుతూ ప్రదేశంలో శాశ్వత శాంతి కావాలని ఆకట్టాడు.	అతను పాకిస్తాన్ ఒక శాంతిమయమైన దేశం అని, మరియు ఈ ప్రాంతంలో దీర్ఘకాలిక శాంతి కోరుకుంటున్నామని చెప్పారు.	అతను పాకిస్తాన్ ఒక శాంతియుత దేశం మరియు ప్రాంతంలో స్థిరమైన శాంతిని కోరుకున్నాడు.
31880	[[0.9197824]]	So, in this particular case the processing cost per into in manufacturing 1000 units is about 9 ok.	కాబట్టి, ఈ ప్రత్యేక సందర్భంలో 1000 units తయారీకి processing ఖర్చు సుమారు 9 సరే.	0.9197824	True	True	కాబట్టి, 1000 యూనిట్లను నిర్మాణలో ప్రతి యూనిట్ ప్రాసెసింగ్ వ్యయం సుమారుగా 9 రూ ఉంది.	కాబట్టి, ఈ ప్రత్యేక సందర్భంలో 1000 యూనిట్ల తయారీలో ఒక్కో యూనిట్‌కు ప్రాసెసింగ్ ఖర్చు సుమారు 9 ఉంటుంది.	అందుకే, ఈ ప్రత్యేక సందర్భంలో 1000 యూనిట్లను తయారు చేసేటప్పుడు ఒక్కొక్క యూనిట్ కు ప్రాసెసింగ్ ఖర్చు దాదాపు 9 అవుతుంది.
31903	[[0.9027394]]	The value of an MLA's vote depends on the size of the state he or she represents.	ఎమ్మెల్యే ఓటు విలువ అతను లేదా ఆమె ప్రాతినిధ్యం వహించే రాష్ట్రం సైజును బట్టి ఉంటుంది.	0.9027394	True	True	MLA ఓటు విలువ ఆమె పోషిస్తున్న రాష్ట్రం యొక్క పరిమాణం పై నిర్భరిస్తుంది.	ఎంఎల్ఏ ఓటు విలువ ఆయన లేదా ఆమె ప్రాతినిధ్యం వహిస్తున్న రాష్ట్ర పరిమాణంపై ఆధారపడి ఉంటుంది.	ఒక ఎమ్మెల్యే ఓటు విలువ ఆయన/ఆవిడ ప్రాతినిధ్యం వహించే రాష్ట్ర పరిమాణం మీద ఆధారపడి ఉంటుంది.
31908	[[0.93464804]]	Top losers in the Sensex pack included SBI, Tata Steel, Hero MotoCorp, Bajaj Auto, ONGC and IndusInd bank.	సెన్సెక్స్ ప్యాక్‌లో అత్యధికంగా నష్టపోయిన వారిలో ఎస్‌బిఐ, టాటా స్టీల్, హీరో మోటోకార్ప్, బజాజ్ ఆటో, ఒఎన్‌జిసి, ఇండస్‌ఇండ్ బ్యాంక్ ఉన్నాయి.	0.93464804	True	True	సెన్సెక్స్ ప్యాక్లో ముఖ్య నష్టకరించేవారు SBI, టాటా స్టీల్, హీరో మోటోకార్ప్, బజాజ్ ఆటో, ONGC మరియు ఇండస్ఇండ్ బ్యాంక్ ఉన్నాయి.	సెన్సెక్స్ ప్యాక్‌లో ప్రధాన నష్టపోయినవారిలో ఎస్‌బీఐ, టాటా స్టీల్, హీరో మోటోకార్ప్, బజాజ్ ఆటో, ఓఎన్‌జీసీ మరియు ఇండస్‌ఇండ్ బ్యాంక్ ఉన్నాయి.	సెన్సెక్స్ ప్యాక్ లో టాప్ లోజర్స్ స్టాక్స్ ఎస్బీఐ, టాటా స్టీల్, హీరో మోటోకార్ప్, బాజాజ్ ఆటో, ఓఎన్‌జీసీ మరియు ఇండుసిండ్ బ్యాంక్.
32063	[[0.91523933]]	The film is being jointly produced by Sri Venkateswara Creations and Vyjayanthi Movies.	శ్రీ వెంకటేశ్వర క్రియేషన్స్‌, వైజయంతి మూవీస్‌ సంస్థలు సంయుక్తంగా చిత్రాన్ని నిర్మించనున్న సంగతి తెలిసిందే.	0.91523933	True	True	ఈ చిత్రం శ్రీ వెంకటేశ్వర క్రియేషన్స్ మరియు వైజయంతి మూవీస్ ద్వారా సహకారంగా నిర్మాణమైంది.	ఈ చిత్రాన్ని శ్రీ వెంకటేశ్వర క్రియేషన్స్ మరియు వైజయంతి మూవీస్ సంయుక్తంగా నిర్మిస్తున్నారు.	శ్రీ వెంకటేశ్వర క్రియేషన్స్ మరియు వైజయంతి మూవీస్ సంయుక్తంగా ఈ చిత్రం నిర్మాణం జరుగుతోంది.
32232	[[0.92329437]]	Algerian war in the capital Algeirs and Franco-French civil war ended in 1962 through peace talks and led to Algerian independence.	ముఖ్యపట్టణం అల్జీర్స్లో జరిగిన అల్జీరియన్ యుద్ధం మరియు ఫ్రాంకో-ఫ్రెంచ్ పౌర యుద్ధం 1962లో శాంతి చర్చలతో ముగిసి అల్జీరియన్ స్వాతంత్ర్యానికి దారితీసింది.	0.92329437	True	True	అల్జీరియన్ యుద్ధం రాజధాని అల్జిర్స్ లో మరియు ఫ్రాంకో-ఫ్రెంచ్ సివిల్ యుద్ధం 1962లో శాంతి చర్చల ద్వారా ముగిసి, అల్జీరియన్ స్వాతంత్ర్యంకు ముందుకు కర్తవ్యపాలన చేసింది.	1962లో శాంతి చర్చల ద్వారా అల్జీరియన్ రాజధాని అల్జియర్స్‌లో అల్జీరియా యుద్ధం మరియు ఫ్రాంకో-ఫ్రెంచ్ పౌర యుద్ధం ముగిసింది మరియు అల్జీరియా స్వతంత్రతకు దారితీసింది.	అల్జీర్స్ రాజధానిలో అల్జీరియన్ యుద్ధం మరియు ఫ్రాంకో-ఫ్రెంచ్ అంతర్యుద్ధం 1962లో శాంతి చర్చల ద్వారా ముగిసి అల్జీరియా స్వాతంత్ర్యానికి దారితీసింది.
32293	[[0.91417074]]	Kolkata Knight Riders captain Dinesh Karthik won the toss and elected to bowl.	టాస్‌ గెలిచిన కోల్‌కతా నైట్‌ రైడర్స్‌ కెప్టెన్‌ దినేశ్‌ కార్తిక్‌ బౌలింగ్‌ ఎంచుకున్నాడు.	0.91417074	True	True	కల్కత్తా నైట్ రైడర్స్ క్యాప్టన్ దినేష్ కార్తిక్ టాస్ గెలుచుకున్నారు మరియు బౌల్ చేయడానికి ఎంచారు.	కోల్‌కతా నైట్ రైడర్స్ కెప్టెన్ దినేష్ కార్తిక్ టాస్ గెలిచి బౌలింగ్ ఎంచుకున్నారు.	కోల్కతా నైట్ రైడర్స్ కెప్టెన్ దినేష్ కార్తీక్ టాస్ గెలిచి బౌలింగ్ ఎంచుకున్నాడు.
32401	[[0.9030508]]	Azhar Ali and Fakhar Zaman stitched a 128-run partnership for the opening wicket.	ఇక అజర్ అలీ, ఫకర్ జమాన్ ఓపెనింగ్ వికెట్ కోసం 128 పరుగుల భాగస్వామ్యాన్ని నమోదు చేసారు.	0.9030508	True	True	అజ్హార్ అలీ మరియు ఫఖర్ జామాన్ ఒక ఒపెనింగ్ వికెట్ కోసం 128 రన్ భాగస్వామ్యం చేసారు.	అజ్హర్ అలీ మరియు ఫకర్ జమాన్ 128 పరుగుల భాగస్వామ్యాన్ని తొలి వికెట్‌కి కుట్టారు.	అజర్ అలీ, ఫకర్ జమాన్ తొలి వికెట్ కోసం 128 పరుస్తు భాగస్వామ్యాన్ని ఏర్పాటు చేశారు.
32445	[[0.9186183]]	Bollywood actor Sushant Singh Rajput's suicide case has been taking new twists and turns.	బాలీవుడ్ నటుడు సుశాంత్ సింగ్ రాజ్ పుత్ ఆత్మహత్య కేసు ఇప్పుడు కొత్త టర్న్ తీసుకుంది.	0.9186183	True	True	బాలీవుడ్ నటుడు సుశాంత్ సింగ్ రాజ్పూట్ స్వయంహత్య కేసులో కొత్త విన్యాసాలు మరియు తిరుగులు జరుగుతోంది.	బాలీవుడ్ నటుడు సుశాంత్ సింగ్ రాజ్‌పుత్ ఆత్మహత్య కేసు కొత్త మలుపులు తీసుకుంటోంది.	బాలీవుడ్ నటుడు సుశాంత్ సింగ్ రాజ్‌పుట్ ఆత్మహత్య కేసు కొత్త మలుపులు తిరుగులు తీసుకుంటోంది.
32519	[[0.9088857]]	Their statements were considered vital as Narayanan was National Security Adviser and Wanchoo was Chief of Special Protection Group (SPG) at the time of signing of contract with AgustaWestland.	అగుస్టా వెస్ట్‌ల్యాండ్‌తో ఒప్పందం కుదుర్చుకునే సమయంలో నారాయణన్ జాతీయ భద్రతా సలహాదారుగా మరియు వాంచూ స్పెషల్ ప్రొటెక్షన్ గ్రూప్ (ఎస్‌పిజి) చీఫ్‌గా ఉన్నందున వారి వాంగ్మూలాలు చాలా ముఖ్యమైనవిగా పరిగణించబడ్డాయి.	0.9088857	True	True	అవారు భారతీయ రాష్ట్ర భర్తీ యాజకుడు నారాయణన్ మరియు స్పెషియల్ ప్రొటెక్షన్ గ్రూప్ (SPG) చీఫ్ ఉన్నప్పుడు ఆగస్టావెస్ట్లాండ్తో చాలా ముఖ్యమైన ఒప్పుకు సంబంధం ఉండిన సమయంలో వివరాలు అత్యంత ముఖ్యమైనవి అయినవి.	అగస్టా వెస్ట్‌లాండ్‌తో ఒప్పందం కుదుర్చుకున్న సమయంలో నారాయణన్ జాతీయ భద్రతా సలహాదారులుగా మరియు వాంచూ ప్రత్యేక పరిరక్షణ సమూహం (SPG) చీఫ్‌గా ఉన్నారు కాబట్టి వారి ప్రకటనలు కీలకమైనవిగా పరిగణించబడ్డాయి.	వారి ప్రకటనలు నారాయణన్ జాతీయ భద్రతా సలహాదారుడు, వాంచూ ప్రత్యేక రక్షణ బృందం (ఎస్పీజీ) అధిపతిగా ఆగస్టావెస్ట్లాండ్ తో ఒప్పందం కుదుర్చుకున్న సమయంలో అత్యంత ముఖ్యమైనవిగా పరిగణించబడ్డాయి.
32619	[[0.91089743]]	Eventually, both brothers start working in the same company and become good friends.	చివరికి, సోదరులు ఇద్దరూ ఒకే కంపెనీలో పనిచేయడం ప్రారంభించి మంచి స్నేహితులు అవుతారు.	0.91089743	True	True	కొన్ని సమయం తర్వాత, రెండు సోదరులు ఒకే కంపెనీలో పని చేస్తున్నారు మరియు బాగా స్నేహితులా పరిణమించుకుండా ఉన్నారు.	చివరికి, ఇద్దరు సోదరులు ఒకే కంపెనీలో పని చేయడం ప్రారంభించి మంచి స్నేహితులుగా మారుతారు.	చివరికి ఇద్దరు సోదరులు ఒకే సంస్థలో పనిచేస్తూ, మంచి స్నేహితులు అవుతారు.
32651	[[0.91463494]]	Good morning and welcome to the 3rd lecture of the 3rd week of this course on fluid dynamics and Turbo machines.	﻿ శుభోదయం మరియు ద్రవ డైనమిక్స్ మరియు టర్బో యంత్రాలు ఈ కోర్సు యొక్క 3 వ వారంలో 3 వ ఉపన్యాసం స్వాగతం.	0.91463494	True	True	శుభోదయం మరియు ఫ్లూడ్ డైనామిక్స్ మరియు టర్బో యంత్రాల కోర్సు యొక్క 3వ వారం లెక్చర్ కు స్వాగతం.	శుభోదయం మరియు ద్రవ గతిశాస్త్రం మరియు టర్బో యంత్రాలపై ఈ కోర్సు యొక్క 3వ వారంలోని 3వ లెక్చర్‌కు స్వాగతం.	శుభోదయం, ఈ కోర్సులోని 3వ వారంలోని 3వ లెక్చర్ కు స్వాగతం. ఇది ఫ్లూయిడ్ డైనమిక్స్ మరియు టర్బో మెషీన్స్ గురించి.
32676	[[0.9062301]]	The movie is directed by Vamsi Paidipally also starring Pooja Hegde and Allari Naresh in the lead roles.	పూజా హెగ్డే, అల్లరి నరేష్ ప్రధాన పాత్రధారులుగా చేస్తున్న ఈ సినిమాకు వంశి పైడిపల్లి దర్శకుడు.	0.9062301	True	True	ఈ చలనచిత్రం వంశి పైదిపల్లి దర్శకత్వంలో ఉంది, పూజా హెగ్డే మరియు అల్లరి నరేష్ ప్రధాన పాత్రలో ఉంది.	ఈ చిత్రాన్ని వంశీ పైడిపల్లి దర్శకత్వం వహించగా, పూజా హెగ్డే మరియు అల్లరి నరేష్ ప్రధాన పాత్రల్లో నటిస్తున్నారు.	ఈ సినిమాను వంశీ పైడిపల్లి దర్శకత్వం వహించారు, పూజా హెగ్డే, అల్లరి నారేష్ ప్రధాన పాత్రల్లో నటించారు.
32755	[[0.93206203]]	India need two wickets to win while Australia need 141 more.	భారత్ విజయం సాధించాలంటే రెండు వికెట్లు అవసరం కాగా, ఆస్ట్రేలియా గెలవాలంటే, ఇంకా 141 పరుగులు చేయాల్సివుంది.	0.93206203	True	True	భారతం విజయానికి రెండు వికెట్లు కావాలి ఉంటుంది ఆస్ట్రేలియాకు 141 కూడా అవసరముగా ఉంది.	భారతదేశం గెలవడానికి రెండు వికెట్లు కావాలి, అయితే ఆస్ట్రేలియాకు ఇంకా 141 పరుగులు అవసరం.	ఇండియా గెలుపుకు రెండు వికెట్లు అవసరం కాగా ఆస్ట్రేలియాకు 141 మరింత అవసరం.
32848	[[0.9187108]]	Loans will be disbursed in four years starting with sanction of Rs.10,000 crorein the current year and Rs.30,000 crore each in next three financial years.	ప్రస్తుత ఆర్ధిక సంవత్సరంలో 10,000 కోట్ల రూపాయల మేర, ఆ తర్వాత మూడు ఆర్ధిక సంవత్సరాలలో ఏడాదికి 30,000 కోట్ల రూపాయల చొప్పున మంజూరు చేసి, నాలుగు సంవత్సరాల పాటు ఋణాలు పంపిణీ చేయబడతాయి.	0.9187108	True	True	రుణాలు నాలుగు సంవత్సరాలు లోన్ విడుదల చేస్తారు. ఈ సంవత్సరంలో రూ.10,000 కోట్ల సంచిక తో మొదటి ఏక కోటి కోటీ కోట్లు అందించబడతాయి మరియు తరువాయు మూడు ఆర్థిక సంవత్సరాల వద్ద ప్రతి సంవత్సరం రూ.30,000 కోట్ల అందించబడతాయి.	రుణాలు నాలుగు సంవత్సరాలలో పంపిణీ చేయబడతాయి, ప్రస్తుత సంవత్సరంలో రూ.10,000 కోట్ల మంజూరుతో ప్రారంభమవుతాయి మరియు తదుపరి మూడు ఆర్థిక సంవత్సరాలలో ప్రతి సంవత్సరం రూ.30,000 కోట్ల చొప్పున పంపిణీ చేయబడతాయి.	ప్రస్తుత సంవత్సరంలో రూ.10,000 కోట్లు మంజూరు చేసిన తర్వాత తదుపరి మూడు ఆర్థిక సంవత్సరాల్లో ప్రతి సంవత్సరం రూ.30,000 కోట్లు చొప్పున నాలుగు సంవత్సరాల్లో రుణాలు విడుదల అవుతాయి.
32872	[[0.91028357]]	Gurdwara Ghai Ghat also known as Gurdwara Pahila Bara is dedicated to Guru Nanak Dev, who stayed here during his visit as this was Bhagat Jaitamal's house	గురు నానక్ దేవ్ కి అంకితం చేసిన గురుద్వారా ఘాయ్ ఘాట్ ను గురుద్వారా పహిల బర అని కూడా పిలుస్తారు, భగత్ జైతమల్ ఇల్లు వంటి ఈ ప్రదేశంలో ఆయన సందర్సన సమయంలో ఇక్కడ ఉన్నారు	0.91028357	True	True	గురుద్వారా ఘాయ్ ఘాట్ గురుద్వారా పహిలా బారాని పేరుగా ఉంది. ఇది గురు నానక్ దేవ్ కోసం సమర్పితంగా ఉంది, అతను ఇక్కడ ఉంటే భగత్ జైతమల్ గృహం అయినా తన సందర్శనము సమయంలో ఉండాడు.	గుర్ద్వారా ఘాయ్ ఘాట్ లేదా గుర్ద్వారా పహిలా బారా గురు నానక్ దేవ్‌కు అంకితం చేయబడింది, ఆయన భగత్ జైతమాల్ యొక్క ఇల్లు అయినందున తన సందర్శన సమయంలో ఇక్కడే నిలిచారు.	గురుద్వారా ఘై ఘాట్ లేదా గురుద్వారా పహిలా బారా గురు నానక్ దేవ్ కు అంకితం చేయబడింది, అతను తన సందర్శన సమయంలో ఇక్కడ ఉన్నాడు ఎందుకంటే ఇది భగత్ జైతమాల్ యొక్క ఇల్లు.
32897	[[0.93757665]]	India's squad: Virat Kohli (captain), Shikhar Dhawan, KL Rahul, Shreyas Iyer, Manish Pandey, Sanju Samson, Rishabh Pant (wicket-keeper), Shivam Dube, Yuzvendra Chahal, Kuldeep Yadav, Ravindra Jadeja, Shardul Thakur, Navdeep Saini, Jasprit Bumrah, Washington Sundar.	భారతజట్టు: విరాట్‌ కోహ్లీ(కెప్టెన్‌), శిఖర్‌ ధావన్‌, కెఎల్‌ రాహుల్‌, శ్రేయస్‌ అయ్యర్‌, మనీష్‌ పాండే, సంజు శాంసన్‌, రిషబ్‌ పంత్‌(వికెట్‌ కీపర్‌), శివమ్‌ దూబే, యజ్నేంద్ర చాహల్‌, కుల్దీప్‌ యాదవ్‌, రవీంద్ర జడేజా, జస్ప్రీత్‌ బుమ్రా, శార్దూల్‌ ఠాకూర్‌, నవ్‌దీప్‌ సైనీ, వాషింగ్టన్‌ సుందర్‌.	0.93757665	True	True	ఇండియా స్క్వాడ్: విరాట్ కోహ్లి (క్యాప్టెన్), శిఖర్ ధవన్, కే.ఎల్. రాహుల్, శ్రేయస్ ఐయర్, మనీష్ పాండే, సంజు సంసన్, రిషభ్ పంత్ (వికెట్-కీపర్), శివం దుబే, యుజ్వేంద్ర చహల్, కుల్దీప్ యాదవ్, రవీంద్ర జడేజా, షార్దుల్ తకూర్, నవ్దీప్ సైని, జస్ప్రీత్ బుమ్రా, వాషింగ్టన్ సుందర్.	భారత జట్టు: విరాట్ కోహ్లీ (కెప్టెన్), శిఖర్ ధావన్, కేఎల్ రాహుల్, శ్రేయాస్ అయ్యర్, మనీష్ పాండే, సంజూ శాంసన్, రిషభ్ పంత్ (వికెట్-కీపర్), శివమ్ దూబే, యజువేంద్ర చాహల్, కుల్దీప్ యాదవ్, రవీంద్ర జడేజా, శార్దూల్ ఠాకూర్, నవదీప్ సైనీ, జస్ప్రీత్ బుమ్రా, వాషింగ్టన్ సుందర్.	భారత జట్టు: విరాట్ కోహ్లీ (కెప్టెన్), శిఖర్ ధావన్, కెఎల్ రాహుల్, శ్రేయాస్ అయ్యర్, మనీష్ పాండే, సంజు సామ్సన్, రిషభ్ పంత్ (వికెట్ కీపర్), శివం దూబే, యుజ్వేంద్ర చాహల్, కుల్దీప్ యాదవ్, రవీంద్ర జాదేజా, శర్దూల్ ఠాకూర్, నవదీప్ సైనీ, జస్ప్రీత్ బుమ్రా, వాషింగ్టన్ సుందర్.
33045	[[0.9006046]]	He also demanded those arrested should be released immediately and cases against them should be withdrawn.	అరెస్టు చేసిన వారిని వెంటనే విడుదల చేయాలని, కేసులను కూడా ఉపసంహరించుకోవాలని డిమాండ్ చేసింది.	0.9006046	True	True	అతను కూడా అటకులో ఉన్నవారు తక్షణమే విడుదల చేయాలి మరియు వారికి తీసుకోవడానికి కేసులు తీసుకోవాలని ఆవశ్యము చేశాడు.	అతను అదుపులోకి తీసుకున్నవారిని వెంటనే విడుదల చేయాలని, వారిపై ఉన్న కేసులను ఉపసంహరించుకోవాలని కూడా డిమాండ్ చేశారు.	అతడు అరెస్టైన వారిని తక్షణ విడుదల చేయాలని, వారిపై ఉన్న కేసులను ఉపసంహరించాలని డిమాండ్ చేశాడు.
33127	[[0.91234744]]	Produced by Dhanushs Wunderbar Films, the film has music composed by Santhosh Narayanan.	వండర్ బాల ఫిలిమ్స్ పతాకంపై ధనుష్ నిర్మిస్తున్న ఈ సినిమాకి సంతోష్ నారాయణ్ సంగీతం అందిస్తున్నారు.	0.91234744	True	True	ధనుష్ వండర్బార్ ఫిల్మ్స్ ద్వారా తయారు చేయబడింది, సంతోష్ నారాయణన్ ద్వారా సంగీతం రచింపబడింది.	ధనుష్ యొక్క వండర్‌బార్ ఫిల్మ్స్ నిర్మించిన ఈ చిత్రానికి సంగీతాన్ని సంజయ్ నారాయణన్ స్వరపరిచారు.	ధనుష్ యొక్క వుండర్బార్ ఫిల్మ్స్ ద్వారా నిర్మితమైన ఈ చిత్రంలో సంతోష్ నారాయణన్ స్వరాలు సమకూర్చారు.
33139	[[0.9018775]]	Four parties Congress, BJP, Shiv Sena and NCP, were weighing for power.	బీజేపీ, శివసేన, కాంగ్రెస్, ఎన్సీపీ ఈ నాలుగు ప్రధాన పార్టీలు వేటికవే పోటీ చేశాయి.	0.9018775	True	True	నలుగు పక్షాలు కాంగ్రెస్, బీజేపీ, శివ సేనా మరియు ఎన్సిపి, శాసనానికి ప్రముఖత కోసం తగ్గినవివేయడు.	నాలుగు పార్టీలైన కాంగ్రెస్, బీజేపీ, శివసేన మరియు ఎన్సీపీ అధికారానికి పోటీపడుతున్నాయి.	కాంగ్రెస్, బీజేపీ, శివసేన, ఎన్సీపీ పార్టీలు అధికారం కోసం తూగుతున్నాయి.
33188	[[0.911818]]	She said that it is aim to double the income of farmers till 2022.	2022 నాటికి రైతుల ఆదాయం రెట్టింపు చేయడమే లక్ష్యంగా పని చేస్తామని పేర్కొన్నారు.	0.911818	True	True	ఆమె అయితే 2022 లో వారు రైతుల ఆదాయాన్ని ద్విగుణం చేయడం లక్ష్యమైనారు.	ఆమె 2022 వరకు రైతుల ఆదాయాన్ని రెండింతలు చేయడం లక్ష్యంగా ఉందని చెప్పింది.	ఆమె అన్నది 2022 నాటికి రైతుల ఆదాయాన్ని రెట్టింపు చేయాలనే లక్ష్యం.
33215	[[0.9049415]]	Gautam Dev (33) who was riding the bike, was killed in the accident, while his wife Shweta was critically injured.	ఈ ఘటనలో బైక్‌పై ఉన్న ఇద్దరిలో ఒకరు గౌతమ్ దేవ్ (33) మృతి చెందగా ఆయన భార్య శ్వేతకు తీవ్ర గాయాలు అయ్యాయి.	0.9049415	True	True	ఉల్లికి కూడిన గౌతమ్ దేవ్ (33) అక్సిడెంట్లో మృతి పొందినాడు, అతని భార్య శ్వేతా క్రిటికల్‌గా గాయపడింది.	బైక్ నడుపుతున్న గౌతమ్ దేవ్ (33) ప్రమాదంలో మరణించగా, అతని భార్య శ్వేత తీవ్రంగా గాయపడింది.	గౌతమ్ దేవ్ (33) బైక్ తో ప్రయాణిస్తున్నప్పుడు, ఆయన ఆకస్మికంలో మరణించాడు, అతని భార్య శ్వేత తీవ్రంగా గాయపడింది.
33219	[[0.9067129]]	Former Congress president Rahul Gandhi, West Bengal Chief Minister Mamata Banerjee, Chhattisgarh CM Bhupesh Baghel, Rajasthan CM Ashok Gehlot, DMK leader MK Stalin, DMK leader and MP Muthuvel Karunanidhi Kanimozhi, DMK TR Balu, CPI(M) leader Sitaram Yechuri, CPI leader D Raja and Atul Anjan, AAP leader Sanjay Singh, former	కాంగ్రెస్‌ అగ్రనేత రాహుల్‌గాంధీ, పశ్చిమ్‌బెంగాల్‌ సీఎం, తృణమూల్‌ అధినేత్రి మమతా బెనర్జీ, రాజస్థాన్‌ సీఎం అశోక్‌ గహ్లోత్‌, ఛత్తీస్‌గఢ్‌ సీఎం భూపేశ్‌ భగేల్‌, ఝార్ఖండ్‌ మాజీ సీఎం రఘుబర్‌దాస్‌, డీఎంకే అధ్యక్షుడు స్టాలిన్‌, ఆర్జేడీ నేత తేజస్వీ యాదవ్‌, ఆప్‌ నేత సంజయ్‌సింగ్‌ తదితరులు హాజరయ్యారు.	0.9067129	True	True	కాంగ్రెస్ మాజీ అధ్యక్షుడు రాహుల్ గాంధీ, పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బానర్జీ, ఛత్తీస్గఢ్ ముఖ్యమంత్రి భూపేష్ బాగేల్, రాజస్థాన్ ముఖ్యమంత్రి ఆశోక్ గెహ్లోట్, డిఎంకె నేత ఎమ్కె స్టాలిన్, డిఎమ్కె నేత మరియు ఎమ్పి ముత్తువేల్ కరుణానిధి కానిమోజీ, డిఎమ్కె టిఆర్ బాలు, సీపీఐ(ఎం) నేత సీతారామ్ యెచూరి, సీపీఐ నేత డి రాజా మరియు అతుల్ అంజన్, ఆంధ్రప్రదేశ్ ప్రజాపరిషత్ నేత చంద్రబాబు నాయుడు, మహారాష్ట్ర ముఖ్యమంత్రి ఉద్ధవ్ ఠాకరేయ్ మరియు వినాయక్ రావ్ సమేత ఇతర నేతలు దిల్లీలో నిరాశలు, ప్రత్యామ్నాయంగా చర్చాలకు సహాయపడుతున్నారు.	మాజీ కాంగ్రెస్ అధ్యక్షుడు రాహుల్ గాంధీ, పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బెనర్జీ, ఛత్తీస్‌గఢ్ సీఎం భూపేశ్ బఘేల్, రాజస్థాన్ సీఎం అశోక్ గెహ్లోత్, డీఎంకే నేత ఎంకే స్టాలిన్, డీఎంకే నేత మరియు ఎంపీ ముత్తువేల్ కరుణానిధి కనిమొళి, డీఎంకే టీఆర్ బాలూ, సీపీఐ(ఎం) నాయకుడు సీతారాం ఏచూరి, సీపీఐ నాయకుడు డి రాజా మరియు అతుల్ అంజన్, ఆప్ నాయకుడు సంజయ్ సింగ్, మాజీ.	పూర్వ కాంగ్రెస్ అధ్యక్షుడు రాహుల్ గాంధీ, పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బెనర్జీ, ఛత్తీస్‌గఢ్ సీఎం భూపేష్ బాఘేల్, రాజస్థాన్ సీఎం అశోక్ గెహ్లోట్, డీఎంకే నాయకుడు ఎంకే స్టాలిన్, డీఎంకే నాయకుడు మరియు ఎంపీ ముత్తువేల్ కరుణానిధి కనిమొళీ, డీఎంకే టీఆర్ బాలు, సీపీఐ(ఎం) నాయకుడు సీతారాం యెచూరి, సీపీఐ నాయకుడు డీ రాజా మరియు అటుల్ అంజన్, ఆప్ నాయకుడు సంజయ్ సింగ్, మాజీ...
33239	[[0.9081613]]	The video of the incident has gone viral on WhatsApp.	ఈ ఘటనకు సంబంధించిన వీడియో వాట్సాప్ లో వైరల్ గా మారడంతో ఈ దారుణం వెలుగులోకి వచ్చింది.	0.9081613	True	True	ఈ ఘటన యొక్క వీడియో వాట్సాప్‌లో వైరల్ అయింది.	ఆ సంఘటన的视频 వాట్సాప్‌లో వైరల్ అయింది.	ఆ సంఘటన వీడియో వాట్సాప్ లో వైరల్ అయింది.
33304	[[0.90013194]]	More than 200 injured people are being treated in hospitals.	దాదాపు 200 మంది వరకు గాయాల పాలై ఆస్పత్రిలో చికిత్స పొందుతున్నారు.	0.90013194	True	True	ఆశుపత్రులలో 200 కంటే ఎక్కువ గుర్తుంది మంది గాయమైనవారు చికిత్స పొందుతున్నారు.	200 మందికి పైగా గాయపడిన వారు ఆసుపత్రుల్లో చికిత్స పొందుతున్నారు.	200 మందికి పైగా గాయపడిన వారు ఆస్పత్రుల్లో చికిత్స పొందుతున్నారు.
33339	[[0.91104466]]	"""""""(Laughter) (Applause) Frank Gehry said to me, """"""""My mother pushed me."""""""""""""""	"""""""(నవ్వులు) (చప్పట్లు) ఫ్రాంక్ గెహ్రీ నాతొ అన్నారు """"""""మా అమ్మ నన్నుతోసారు"""""""""""""""	0.91104466	True	True	"(అవిరంచనం) (అనుకర్ణితం) ఫ్రాంక్ గెహ్రీ నాతో చెప్పాడు, ""నా తల్లి నన్ను ప్రేరేపించింది."""	"""""""(నవ్వులు) (చప్పట్లు) ఫ్రాంక్ గెహ్రీ నాకు చెప్పారు, """"నా తల్లి నన్ను ప్రేరేపించింది."""""""	"""(నవ్వులు) (చప్పట్లు) ఫ్రాంక్ గెహ్రీ నాకు చెప్పాడు, """"నా తల్లి నన్ను పురికొల్పింది."""""""
33355	[[0.95321363]]	Women's ODI Cricketer of the Year - Meg Lanning (Australia)	మహిళల వన్డే క్రికెటర్ ఆఫ్ ద ఇయర్ - Meg Lanning (Australia)	0.95321363	True	True	మహిళల ఓడీఐ క్రికెటర్ ఆఫ్ ది ఇయర్ - మెగ్ లానింగ్ (ఆస్ట్రేలియా)	మహిళల ODI క్రికెటర్ ఆఫ్ ది ఇయర్ - మేగ్ లానింగ్ (ఆస్ట్రేలియా)	సంవత్సర ఉత్తమ మహిళా వన్డే క్రికెటర్ - మేగ్ లానింగ్ (ఆస్ట్రేలియా)
